"id","userid","track","artist","genre","city","time","Report_date","Weekday"
33.0,"809CAFB1",Break Me Down,Steve Angello,dance,Moscow,0.6128587962962962,2023-04-18 00:00:00.000,1900-01-03 00:00:00.000
34.0,B416A40F,Лучшая подруга,Супердетки,ruspop,Moscow,0.6176041666666666,2023-03-20 00:00:00.000,1900-01-02 00:00:00.000
36.0,FCDF1C8E,Nasebanaru,Zen,reggae,Moscow,0.8469444444444445,2023-03-27 00:00:00.000,1900-01-02 00:00:00.000
37.0,C800FA98,Body Talk,Ratt,rock,Moscow,0.36476851851851855,2023-04-29 00:00:00.000,1900-01-07 00:00:00.000
38.0,"14FBD1E5",Solteras,Beauty Brain,dance,Saint-Petersburg,0.8563773148148148,2023-03-22 00:00:00.000,1900-01-04 00:00:00.000
39.0,"2CF53316",Прочь от Земли,Космонавты,alternative,Saint-Petersburg,0.8534722222222223,2023-02-15 00:00:00.000,1900-01-04 00:00:00.000
40.0,"77979A66",Верните в моду любовь,Hazard,rusrap,Saint-Petersburg,0.3650810185185185,2023-05-02 00:00:00.000,1900-01-03 00:00:00.000
41.0,"9202C4F4",Good Morning Sunshine,Brick,rnb,Saint-Petersburg,0.9127199074074074,2023-05-15 00:00:00.000,1900-01-02 00:00:00.000
42.0,F9AD83A7,Иреннэр,Гузель Уразова,tatar,Moscow,0.6205902777777778,2023-03-26 00:00:00.000,1900-01-01 00:00:00.000
43.0,"9A22399C",Sweet October,Ministers of Music,dance,Moscow,0.8559375,2023-05-28 00:00:00.000,1900-01-01 00:00:00.000
44.0,CD0BE030,Нега,Mooncat,pop,Moscow,0.38958333333333334,2023-02-27 00:00:00.000,1900-01-02 00:00:00.000
45.0,E6072F55,SOS,Peter Cetera,pop,Moscow,0.8403240740740742,2023-01-20 00:00:00.000,1900-01-06 00:00:00.000
46.0,"825997A5",Glorious Feeling,Joelistics,hip,Moscow,0.9073379629629629,2023-03-07 00:00:00.000,1900-01-03 00:00:00.000
47.0,A1749681,Downfall,The Voss,dance,Saint-Petersburg,0.8388657407407408,2023-05-31 00:00:00.000,1900-01-04 00:00:00.000
48.0,"8D0DCE83",Little Bitty Pretty One,Thurston Harris,blues,Moscow,0.4036342592592593,2023-05-17 00:00:00.000,1900-01-04 00:00:00.000
49.0,"2A35001B",Can You Feel the Love Tonight,Disney Peaceful Piano,instrumental,Saint-Petersburg,0.9108449074074074,2023-05-05 00:00:00.000,1900-01-06 00:00:00.000
50.0,"3DBEB447",Entrance,Sun Electric,dance,Moscow,0.35864583333333333,2023-01-16 00:00:00.000,1900-01-02 00:00:00.000
51.0,"107EBCED",Столько ты не...,Паровоз до Кубы,rusrock,Moscow,0.8770486111111112,2023-05-12 00:00:00.000,1900-01-06 00:00:00.000
52.0,C9EAF7B7,Giratina,Dimatik,electronic,Moscow,0.4085763888888889,2023-05-23 00:00:00.000,1900-01-03 00:00:00.000
53.0,CDB46D40,Renaissance,Soeur Sourire,jazz,Saint-Petersburg,0.8955555555555555,2023-01-13 00:00:00.000,1900-01-06 00:00:00.000
55.0,FEB69A12,Show Must Go On,Best Instrumentals,pop,Saint-Petersburg,0.3751736111111111,2023-05-29 00:00:00.000,1900-01-02 00:00:00.000
57.0,E35653A8,Yurak Ezilar,Shoxruz Abadiya,pop,Moscow,0.8388425925925925,2023-02-04 00:00:00.000,1900-01-07 00:00:00.000
58.0,"9310281D",No Away,Nano D.A.,dance,Moscow,0.3378935185185185,2023-04-19 00:00:00.000,1900-01-04 00:00:00.000
59.0,"3A64204B",Притоптать,Нейромонах Феофан,dnb,Moscow,0.3561342592592593,2023-03-31 00:00:00.000,1900-01-06 00:00:00.000
61.0,B5496034,Jealous Man,The Marcus King Band,rock,Moscow,0.8493055555555555,2023-02-01 00:00:00.000,1900-01-04 00:00:00.000
62.0,F97CDA4,Destination Unknown,Pseudo Echo,electronic,Saint-Petersburg,0.6133333333333334,2023-01-14 00:00:00.000,1900-01-07 00:00:00.000
63.0,B82BAF85,Ay Gidiyor,Servet Kocakaya,türk,Moscow,0.8836342592592592,2023-01-11 00:00:00.000,1900-01-04 00:00:00.000
64.0,FD21300B,Sometimes You've Got to Take the Hardest Line,Maïak,post,Saint-Petersburg,0.38776620370370374,2023-04-29 00:00:00.000,1900-01-07 00:00:00.000
65.0,DBA2327A,Run Bobby Run,Lesley Gore,pop,Moscow,0.8712615740740741,2023-01-12 00:00:00.000,1900-01-05 00:00:00.000
66.0,B103C670,When I Was Your Man,Kriss Ramirez,pop,Saint-Petersburg,0.6126273148148148,2023-05-05 00:00:00.000,1900-01-06 00:00:00.000
67.0,"9F93EEC8",Believe in Me,Bluesolar,dance,Moscow,0.8414814814814814,2023-01-07 00:00:00.000,1900-01-07 00:00:00.000
68.0,D0CE968E,Afternoon Tropical Rain,Spa Relaxation and Dreams,instrumental,Moscow,0.3347453703703704,2023-03-26 00:00:00.000,1900-01-01 00:00:00.000
69.0,AF2FEA1F,Insecure,RaeLynn,country,Moscow,0.5735763888888888,2023-02-08 00:00:00.000,1900-01-04 00:00:00.000
70.0,E7A543CA,Uplifter,InnerZone,psychedelic,Moscow,0.39535879629629633,2023-03-20 00:00:00.000,1900-01-02 00:00:00.000
71.0,"8217BB5C",Easier,Mansionair,electronic,Moscow,0.40097222222222223,2023-03-04 00:00:00.000,1900-01-07 00:00:00.000
142.0,"85CE5524",Jukai,Tag Shai,hip,Moscow,0.8413888888888889,2023-02-20 00:00:00.000,1900-01-02 00:00:00.000
72.0,"8B9DEC72",It Sends My Heart into a Spin,Vanishing Twin,conjazz,Moscow,0.8671527777777778,2023-05-17 00:00:00.000,1900-01-04 00:00:00.000
73.0,"7B7C5AA4",Silly Bwoy,Superior,reggae,Moscow,0.35843749999999996,2023-05-15 00:00:00.000,1900-01-02 00:00:00.000
74.0,"805093B3",Treat Me Like A Lady,Francis Mercier,electronic,Moscow,0.4022800925925926,2023-02-05 00:00:00.000,1900-01-01 00:00:00.000
75.0,"43F8FF4F",Feed The Horse,Fagget Fairys,electronic,Moscow,0.40435185185185185,2023-01-17 00:00:00.000,1900-01-03 00:00:00.000
76.0,"9B0038AE",Вясна,Дрыгва,metal,Moscow,0.9020833333333332,2023-01-16 00:00:00.000,1900-01-02 00:00:00.000
77.0,"80E3B0C5",Flamingo,Kero Kero Bonito,electronic,Saint-Petersburg,0.6145138888888889,2023-01-27 00:00:00.000,1900-01-06 00:00:00.000
78.0,"48D85303",Romance,Ex:Re,indie,Moscow,0.5878935185185185,2023-01-08 00:00:00.000,1900-01-01 00:00:00.000
79.0,"1DA07AA4",Cardi B,Money Man,hip,Saint-Petersburg,0.5848842592592592,2023-04-03 00:00:00.000,1900-01-02 00:00:00.000
80.0,"38840999999999998386199223743405465363481244348719300608",Me Myself & Hyde,Ice Nine Kills,posthardcore,Saint-Petersburg,0.9027083333333333,2023-01-07 00:00:00.000,1900-01-07 00:00:00.000
81.0,CCD46819,Narcos,FOrΣvΣrT,hip,Saint-Petersburg,0.3893287037037037,2023-05-31 00:00:00.000,1900-01-04 00:00:00.000
82.0,"80396F",Ay Caramba,Stay Flee Get Lizzy,hip,Moscow,0.5525231481481482,2023-05-22 00:00:00.000,1900-01-02 00:00:00.000
83.0,"1D21C883",Останься,Rozhden,ruspop,Moscow,0.8955439814814815,2023-02-02 00:00:00.000,1900-01-05 00:00:00.000
84.0,"76A07278",Vaiduokliai,Alina Orlova,local,Saint-Petersburg,0.37917824074074075,2023-01-25 00:00:00.000,1900-01-04 00:00:00.000
85.0,D2418B66,Good Enough,Death in The Afternoon,pop,Moscow,0.4170023148148148,2023-01-15 00:00:00.000,1900-01-01 00:00:00.000
86.0,C3BAA9A9,Going Down,Paranormal Attack,electronic,Moscow,0.38873842592592595,2023-01-04 00:00:00.000,1900-01-04 00:00:00.000
87.0,"21FED9CC",Part 12,Don Li,avantgarde,Moscow,0.39741898148148147,2023-01-22 00:00:00.000,1900-01-01 00:00:00.000
88.0,E5E63D4D,Kingpin,RL Grime,electronic,Saint-Petersburg,0.3982175925925926,2023-05-29 00:00:00.000,1900-01-02 00:00:00.000
89.0,"4D278386",Ave Maria,Montserrat Caballé,classical,Moscow,0.3689814814814815,2023-04-20 00:00:00.000,1900-01-05 00:00:00.000
90.0,CB8A2C32,Here with Me,Pat Benesta,pop,Moscow,0.8530902777777777,2023-03-28 00:00:00.000,1900-01-03 00:00:00.000
91.0,A8D1AC2F,Aya Doesn't Like the Garlic Bros.,Sweatshop Boys,punk,Saint-Petersburg,0.8993981481481481,2023-03-25 00:00:00.000,1900-01-07 00:00:00.000
92.0,"8DC0EA33",Stealth Under Fire,Acumen Nation,videogame,Moscow,0.8603703703703703,2023-05-03 00:00:00.000,1900-01-04 00:00:00.000
93.0,"53681C91",The City The Airport,Loney Dear,rock,Moscow,0.5559027777777777,2023-03-15 00:00:00.000,1900-01-04 00:00:00.000
94.0,"5F362F2E",Happy Now,Kygo,dance,Moscow,0.4120486111111111,2023-05-10 00:00:00.000,1900-01-04 00:00:00.000
95.0,E1BD98,love,Dean,rnb,Saint-Petersburg,0.8409606481481481,2023-02-10 00:00:00.000,1900-01-06 00:00:00.000
96.0,F6AF8C2,Brainpower,Freezepop,electronic,Moscow,0.8795254629629629,2023-04-05 00:00:00.000,1900-01-04 00:00:00.000
97.0,"26CA5CBB",Babes,Icky Blossoms,rock,Saint-Petersburg,0.34355324074074073,2023-05-11 00:00:00.000,1900-01-05 00:00:00.000
99.0,"977798D2",Крилами,ВАСИЛЕВСКАЯ,ruspop,Moscow,0.8858449074074074,2023-02-17 00:00:00.000,1900-01-06 00:00:00.000
101.0,B5B48EC1,Lighter,Sound of the Future,reggae,Saint-Petersburg,0.869675925925926,2023-05-09 00:00:00.000,1900-01-03 00:00:00.000
102.0,C9FAC244,"151",Dr Fresch,electronic,Saint-Petersburg,0.6211574074074074,2023-02-24 00:00:00.000,1900-01-06 00:00:00.000
103.0,B5369A0C,Boombastic,Vol.2,reggae,Moscow,0.8669444444444444,2023-04-24 00:00:00.000,1900-01-02 00:00:00.000
106.0,"4C1CEADF",Crying in the Chapel,The Jordanaires,christmas,Moscow,0.41335648148148146,2023-05-20 00:00:00.000,1900-01-07 00:00:00.000
107.0,E4F17EF2,Патефон,TM13,rusrap,Moscow,0.9013078703703704,2023-05-18 00:00:00.000,1900-01-05 00:00:00.000
108.0,"8674CB2",Upsidedown Intro,Igor Prado Band,blues,Moscow,0.3892708333333333,2023-01-26 00:00:00.000,1900-01-05 00:00:00.000
109.0,"85CC2A56",Ash,Dir En Grey,rock,Moscow,0.5822453703703704,2023-02-21 00:00:00.000,1900-01-03 00:00:00.000
110.0,"775150000000000",First Light,Harold Budd,pop,Moscow,0.8741782407407408,2023-04-15 00:00:00.000,1900-01-07 00:00:00.000
111.0,AE06CA21,La Bomba,La Banda del Karaoke,latin,Moscow,0.41019675925925925,2023-02-19 00:00:00.000,1900-01-01 00:00:00.000
112.0,E31EB54E,Kill the Pain,Fit For A King,posthardcore,Moscow,0.34302083333333333,2023-01-09 00:00:00.000,1900-01-02 00:00:00.000
113.0,B7383DB2,Towards the Warmth of Life,Thisell,folk,Moscow,0.5917939814814815,2023-01-23 00:00:00.000,1900-01-02 00:00:00.000
114.0,"879A1225",Царица ночи,Шамиль Кашешов,melodic,Moscow,0.5956828703703704,2023-04-14 00:00:00.000,1900-01-06 00:00:00.000
115.0,"407E9D9D",tossing and turning,Arlie,alternative,Saint-Petersburg,0.9142939814814816,2023-01-28 00:00:00.000,1900-01-07 00:00:00.000
116.0,B16E75A7,Я буду красивой невестой,Республика,ruspop,Saint-Petersburg,0.3387847222222222,2023-03-17 00:00:00.000,1900-01-06 00:00:00.000
117.0,"4C7EEEB",Brooks - Lynx vs 3x Yeah (The Twinners Mashup),The Twinners,electronic,Moscow,0.37138888888888894,2023-03-23 00:00:00.000,1900-01-05 00:00:00.000
118.0,F6AEDE9C,Streesed Out,Dj.Fresh,hip,Moscow,0.5502662037037037,2023-01-27 00:00:00.000,1900-01-06 00:00:00.000
119.0,"71E2E53",The Walker,Fitz and The Tantrums,indie,Moscow,0.38833333333333336,2023-01-01 00:00:00.000,1900-01-01 00:00:00.000
120.0,"57136312",Gillies,Wolfstone,world,Moscow,0.5512731481481482,2023-01-16 00:00:00.000,1900-01-02 00:00:00.000
121.0,"6517729B",Prlwytzkofski's Bulgar,Shtetl Band Amsterdam,world,Moscow,0.5837152777777778,2023-01-26 00:00:00.000,1900-01-05 00:00:00.000
122.0,"753431DA",Моя девочка хочет покурить,Rido Zloy,rusrap,Moscow,0.34163194444444445,2023-03-30 00:00:00.000,1900-01-05 00:00:00.000
123.0,"1F8A1E92",Тебе мила,Александра Муканова,pop,Saint-Petersburg,0.5572800925925926,2023-03-27 00:00:00.000,1900-01-02 00:00:00.000
124.0,"58A17B",In Einem Polenstädtchen,Kasernenchor Wellersberg,pop,Moscow,0.8698032407407408,2023-04-30 00:00:00.000,1900-01-01 00:00:00.000
125.0,"94355223",Roses,Nik Kershaw,pop,Moscow,0.3997337962962963,2023-01-08 00:00:00.000,1900-01-01 00:00:00.000
126.0,"50CD7858",Песенка Кнопочки,Светлана Степченко Группа московского камерного хора Эмин Хачатурян Симфонический оркестр Госкино СССР,children,Moscow,0.5667129629629629,2023-01-13 00:00:00.000,1900-01-06 00:00:00.000
127.0,E7F07B46,Crazy,The Manhattans,rnb,Moscow,0.5692824074074074,2023-05-30 00:00:00.000,1900-01-03 00:00:00.000
128.0,A7C0968B,Solo andata,Canzoniere Grecanico Salentino,world,Saint-Petersburg,0.583113425925926,2023-02-08 00:00:00.000,1900-01-04 00:00:00.000
129.0,FA8F865C,Я пою для тебя,Загир Сатыров,caucasian,Moscow,0.4078819444444444,2023-01-20 00:00:00.000,1900-01-06 00:00:00.000
130.0,"7AFEE5F7",Я хочу тебя,Рыжая и Черти,punk,Moscow,0.6042592592592593,2023-04-12 00:00:00.000,1900-01-04 00:00:00.000
131.0,"7142F8A8",D.o.s.t.,Dymytry,metal,Moscow,0.38817129629629626,2023-04-25 00:00:00.000,1900-01-03 00:00:00.000
132.0,"2B11DB56",A New Error,Enyris,instrumental,Moscow,0.8489236111111111,2023-02-02 00:00:00.000,1900-01-05 00:00:00.000
133.0,EDD50C3E,Китэм димэ,Лейсан Гимаева,tatar,Moscow,0.6086689814814815,2023-04-20 00:00:00.000,1900-01-05 00:00:00.000
134.0,"58048EB3",«Танец рыцарей» из балета «Ромео и Джульетта»,Kirov Orchestra St Petersburg,classical,Moscow,0.5582175925925926,2023-02-24 00:00:00.000,1900-01-06 00:00:00.000
136.0,"932FD583",Rimnicu (chant de Noël Roumain),Christmas Hits,ruspop,Saint-Petersburg,0.4054166666666667,2023-03-25 00:00:00.000,1900-01-07 00:00:00.000
137.0,"9FEAB619",Push,Rawthang,electronic,Saint-Petersburg,0.5485648148148148,2023-01-01 00:00:00.000,1900-01-01 00:00:00.000
138.0,"3DE6E196",i wanna be your girlfriend,girl in red,alternative,Moscow,0.885636574074074,2023-03-15 00:00:00.000,1900-01-04 00:00:00.000
139.0,"710EB9E9",Is This Real?,Wipers,punk,Saint-Petersburg,0.8631134259259259,2023-04-20 00:00:00.000,1900-01-05 00:00:00.000
140.0,"63D46783",Como yo te quiero,Raggae Tom,reggaeton,Moscow,0.6120138888888889,2023-04-10 00:00:00.000,1900-01-02 00:00:00.000
141.0,"3A7594B0",Just One Look,Doris Troy,rnb,Saint-Petersburg,0.8822106481481482,2023-03-12 00:00:00.000,1900-01-01 00:00:00.000
143.0,"42A57CD3",The Craft,Peter Gundry,soundtrack,Moscow,0.8750578703703704,2023-03-25 00:00:00.000,1900-01-07 00:00:00.000
144.0,E9106B06,Time to Kill,The Rescues,rock,Saint-Petersburg,0.39393518518518517,2023-02-10 00:00:00.000,1900-01-06 00:00:00.000
145.0,"1A9D91C3",Sia,H'sao,world,Saint-Petersburg,0.8511458333333333,2023-02-23 00:00:00.000,1900-01-05 00:00:00.000
146.0,"84C0D834",Pretty Little Horses  (America),The Goffs,children,Moscow,0.6145601851851852,2023-02-17 00:00:00.000,1900-01-06 00:00:00.000
147.0,"53AF2552",Простуда,Tiana,pop,Moscow,0.34052083333333333,2023-02-06 00:00:00.000,1900-01-02 00:00:00.000
148.0,E4DBF65D,Azan,Mehdi Yarrahi,world,Moscow,0.8461226851851852,2023-01-18 00:00:00.000,1900-01-04 00:00:00.000
150.0,"12E4B4A4",Tokyo Bay,Japanese Traditional Music Ensemble,world,Saint-Petersburg,0.9050115740740741,2023-03-27 00:00:00.000,1900-01-02 00:00:00.000
151.0,"223D48C2",Forever,Dark At Dawn,rock,Moscow,0.6202662037037037,2023-01-25 00:00:00.000,1900-01-04 00:00:00.000
152.0,"69467B01",Change It All,Harrison Storm,singer,Moscow,0.8702083333333334,2023-01-17 00:00:00.000,1900-01-03 00:00:00.000
153.0,DFABA255,He Fought as Legend (No Choir),Infinitescore,classical,Moscow,0.8638888888888889,2023-03-18 00:00:00.000,1900-01-07 00:00:00.000
154.0,"5419AF17",Работа,Master Lee,rusrock,Moscow,0.6139467592592592,2023-04-17 00:00:00.000,1900-01-02 00:00:00.000
156.0,"36D69C62",Can't Let Go,Counterstrike,electronic,Moscow,0.382037037037037,2023-01-03 00:00:00.000,1900-01-03 00:00:00.000
157.0,"3801428C",Empty Hearted,Designer Drugs,dance,Saint-Petersburg,0.5642592592592592,2023-01-08 00:00:00.000,1900-01-01 00:00:00.000
158.0,"7E3BA7B",Не Хочу Работать,Очень Высокое IQ,rusrock,Moscow,0.578738425925926,2023-02-19 00:00:00.000,1900-01-01 00:00:00.000
159.0,"2F4A131D","Corelli: Concerto grosso in G minor Op.6 No.8 ""Christmas Concerto"" - Arrangement by Iva Davies Christopher Gordon & Richard Tognetti - Adagio",Christopher Gordon,classical,Moscow,0.5528703703703703,2023-03-11 00:00:00.000,1900-01-07 00:00:00.000
160.0,"8B72598B",Noviny,Sto zvirat,ska,Moscow,0.35630787037037037,2023-03-02 00:00:00.000,1900-01-05 00:00:00.000
162.0,AC9C49AD,Where Does It Hurt,Alexz Johnson,soundtrack,Moscow,0.3690162037037037,2023-02-27 00:00:00.000,1900-01-02 00:00:00.000
163.0,"646049D0",Theme For The Eulipions,Rahsaan Roland Kirk,jazz,Saint-Petersburg,0.8695833333333334,2023-04-25 00:00:00.000,1900-01-03 00:00:00.000
164.0,B848D319,New Mercedes,Trap Toni,hip,Moscow,0.8485648148148148,2023-01-20 00:00:00.000,1900-01-06 00:00:00.000
165.0,AD2FA03E,Папье-маше,Offbeat Orchestra,ruspop,Moscow,0.8571180555555555,2023-03-11 00:00:00.000,1900-01-07 00:00:00.000
166.0,"2DD07C66",Don't Hate the Pain Hate the Game,Phobia,punk,Saint-Petersburg,0.5641898148148148,2023-05-21 00:00:00.000,1900-01-01 00:00:00.000
167.0,D2BED4BC,Double Cup,DJ Rashad,electronic,Saint-Petersburg,0.8500925925925925,2023-04-06 00:00:00.000,1900-01-05 00:00:00.000
168.0,A2748CE4,No Play!,Timmy.Pro,electronic,Moscow,0.5513310185185185,2023-03-28 00:00:00.000,1900-01-03 00:00:00.000
169.0,"957D349E",I'm In the Mood (feat. Cheryl Beattie),Wayne Jones,jazz,Saint-Petersburg,0.6028125,2023-01-13 00:00:00.000,1900-01-06 00:00:00.000
170.0,"20F4ECCA",Сны,Михаил Грубов,shanson,Saint-Petersburg,0.3615277777777777,2023-04-10 00:00:00.000,1900-01-02 00:00:00.000
171.0,"56A524F5",Olympians,Fuck Buttons,postrock,Saint-Petersburg,0.5732523148148149,2023-03-27 00:00:00.000,1900-01-02 00:00:00.000
172.0,EB23736E,Lady From The Lake,Mike Rowland,ambient,Saint-Petersburg,0.5562962962962963,2023-05-27 00:00:00.000,1900-01-07 00:00:00.000
173.0,E9B9AC50,Blow x Anna Kova,Mim,dance,Saint-Petersburg,0.38407407407407407,2023-03-04 00:00:00.000,1900-01-07 00:00:00.000
174.0,"1CA0CEFB",Atlanta Misses You Tonight,Katiah,pop,Saint-Petersburg,0.8512152777777778,2023-03-16 00:00:00.000,1900-01-05 00:00:00.000
175.0,"782605F0",Papillon,Summer Hit Superstars,pop,Moscow,0.3679282407407407,2023-01-29 00:00:00.000,1900-01-01 00:00:00.000
176.0,"109A4BF7",Dance Sing Fight,Arborea,folk,Saint-Petersburg,0.8393865740740741,2023-02-25 00:00:00.000,1900-01-07 00:00:00.000
177.0,"4ECE6973",Tonight,Eddie Ojeda,rock,Moscow,0.8434490740740741,2023-04-15 00:00:00.000,1900-01-07 00:00:00.000
178.0,D97F97F5,Icanboogie,Пенкин С. & Мираж,ruspop,Moscow,0.6211921296296297,2023-03-27 00:00:00.000,1900-01-02 00:00:00.000
179.0,"2523A570",Done,Sasha Holiday,dance,Saint-Petersburg,0.8564236111111111,2023-02-09 00:00:00.000,1900-01-05 00:00:00.000
181.0,"3A6BABDC",Never on Sunday,Helmut Zacharias,classical,Saint-Petersburg,0.8907638888888889,2023-04-24 00:00:00.000,1900-01-02 00:00:00.000
183.0,"16E6DA2",Like mich am Arsch,Deichkind,hip,Moscow,0.5664351851851852,2023-03-10 00:00:00.000,1900-01-06 00:00:00.000
184.0,"404B5038",Dope Sligin' Vibe,Invisible Planets,dance,Moscow,0.541724537037037,2023-04-24 00:00:00.000,1900-01-02 00:00:00.000
185.0,"35F354A",Дулый буран,Гульназ Асаева,pop,Moscow,0.865636574074074,2023-04-27 00:00:00.000,1900-01-05 00:00:00.000
186.0,"2D746723",Single for Tonight (feat. Flo Rida & Jamie Drastik),DJ Suss One,pop,Saint-Petersburg,0.8886921296296296,2023-02-08 00:00:00.000,1900-01-04 00:00:00.000
187.0,"1EB7B009",Who Let the Dogs Out?,Chris Rockford & DJ CrEdo,dance,Moscow,0.3976967592592593,2023-03-18 00:00:00.000,1900-01-07 00:00:00.000
188.0,A65EF482,First Contact,Denis Arson,electronic,Moscow,0.3371296296296296,2023-05-18 00:00:00.000,1900-01-05 00:00:00.000
189.0,DB74523F,She is Like The Wind - Dirty Dancing,Films Movie,film,Saint-Petersburg,0.8649074074074075,2023-02-19 00:00:00.000,1900-01-01 00:00:00.000
190.0,"2246248A",Overjoyed,Anthony Strong,jazz,Moscow,0.9103819444444444,2023-03-12 00:00:00.000,1900-01-01 00:00:00.000
191.0,"906E94AB",BANG!,Sandy Rivera,dance,Moscow,0.5430208333333334,2023-02-18 00:00:00.000,1900-01-07 00:00:00.000
192.0,"968523C9",Obnimi,Okean Elzi,rusrap,Moscow,0.8599768518518518,2023-05-10 00:00:00.000,1900-01-04 00:00:00.000
193.0,"2DFF4617",I Don't Wanna Let You Go,Stefanie Scott,western,Moscow,0.5830671296296296,2023-04-28 00:00:00.000,1900-01-06 00:00:00.000
194.0,E78E5BF,K 2000,Génération TV,pop,Moscow,0.5827777777777777,2023-01-11 00:00:00.000,1900-01-04 00:00:00.000
195.0,D00FD25A,The Lonely Man Theme,Joe Harnell,soundtrack,Moscow,0.5544791666666666,2023-04-17 00:00:00.000,1900-01-02 00:00:00.000
